eventType,field_path,value,type,count,value_list_truncated
DEBUGMenu,data.actionType,"""DebugMenuStateChanged""",string,4,False
DEBUGMenu,data.isOpened,false,bool,2,False
DEBUGMenu,data.isOpened,true,bool,2,False
DialogueEvent,data.conversationId,11,number,217,False
DialogueEvent,data.conversationId,18,number,169,False
DialogueEvent,data.conversationId,10,number,130,False
DialogueEvent,data.conversationId,82,number,121,False
DialogueEvent,data.conversationId,91,number,109,False
DialogueEvent,data.conversationId,30,number,108,False
DialogueEvent,data.conversationId,31,number,100,False
DialogueEvent,data.conversationId,95,number,99,False
DialogueEvent,data.conversationId,92,number,89,False
DialogueEvent,data.conversationId,79,number,85,False
DialogueEvent,data.conversationId,26,number,80,False
DialogueEvent,data.conversationId,21,number,73,False
DialogueEvent,data.conversationId,20,number,61,False
DialogueEvent,data.conversationId,90,number,59,False
DialogueEvent,data.conversationId,28,number,57,False
DialogueEvent,data.conversationId,108,number,54,False
DialogueEvent,data.conversationId,99,number,46,False
DialogueEvent,data.conversationId,19,number,44,False
DialogueEvent,data.conversationId,105,number,39,False
DialogueEvent,data.conversationId,109,number,38,False
DialogueEvent,data.conversationId,73,number,38,False
DialogueEvent,data.conversationId,23,number,37,False
DialogueEvent,data.conversationId,98,number,37,False
DialogueEvent,data.conversationId,27,number,35,False
DialogueEvent,data.conversationId,117,number,33,False
DialogueEvent,data.conversationId,103,number,31,False
DialogueEvent,data.conversationId,104,number,30,False
DialogueEvent,data.conversationId,118,number,30,False
DialogueEvent,data.conversationId,102,number,29,False
DialogueEvent,data.conversationId,100,number,27,False
DialogueEvent,data.conversationId,35,number,27,False
DialogueEvent,data.conversationId,74,number,27,False
DialogueEvent,data.conversationId,107,number,26,False
DialogueEvent,data.conversationId,36,number,26,False
DialogueEvent,data.conversationId,32,number,25,False
DialogueEvent,data.conversationId,33,number,25,False
DialogueEvent,data.conversationId,88,number,24,False
DialogueEvent,data.conversationId,22,number,23,False
DialogueEvent,data.conversationId,84,number,23,False
DialogueEvent,data.conversationId,70,number,22,False
DialogueEvent,data.conversationId,96,number,20,False
DialogueEvent,data.conversationId,75,number,18,False
DialogueEvent,data.conversationId,37,number,14,False
DialogueEvent,data.conversationId,101,number,12,False
DialogueEvent,data.conversationId,114,number,12,False
DialogueEvent,data.conversationId,116,number,12,False
DialogueEvent,data.conversationId,17,number,11,False
DialogueEvent,data.conversationId,15,number,9,False
DialogueEvent,data.conversationId,8,number,9,False
DialogueEvent,data.conversationId,83,number,9,False
DialogueEvent,data.conversationId,78,number,7,False
DialogueEvent,data.conversationId,68,number,6,False
DialogueEvent,data.conversationId,106,number,5,False
DialogueEvent,data.conversationId,111,number,3,False
DialogueEvent,data.conversationId,13,number,3,False
DialogueEvent,data.conversationId,16,number,3,False
DialogueEvent,data.conversationId,12,number,2,False
DialogueEvent,data.dialogueEventType,"""DialogueNodeEvent""",string,1539,False
DialogueEvent,data.dialogueEventType,"""DialogueStartEvent""",string,486,False
DialogueEvent,data.dialogueEventType,"""DialogueFinishEvent""",string,483,False
DialogueEvent,data.nodeId,0,number,96,True
DialogueEvent,data.nodeId,1,number,46,True
DialogueEvent,data.nodeId,7,number,32,True
DialogueEvent,data.nodeId,2,number,30,True
DialogueEvent,data.nodeId,29,number,30,True
DialogueEvent,data.nodeId,25,number,28,True
DialogueEvent,data.nodeId,8,number,27,True
DialogueEvent,data.nodeId,5,number,24,True
DialogueEvent,data.nodeId,4,number,23,True
DialogueEvent,data.nodeId,179,number,22,True
DialogueEvent,data.nodeId,27,number,22,True
DialogueEvent,data.nodeId,10,number,21,True
DialogueEvent,data.nodeId,32,number,21,True
DialogueEvent,data.nodeId,33,number,21,True
DialogueEvent,data.nodeId,3,number,20,True
DialogueEvent,data.nodeId,48,number,20,True
DialogueEvent,data.nodeId,26,number,19,True
DialogueEvent,data.nodeId,13,number,18,True
DialogueEvent,data.nodeId,24,number,18,True
DialogueEvent,data.nodeId,6,number,17,True
DialogueEvent,data.nodeId,12,number,16,True
DialogueEvent,data.nodeId,20,number,16,True
DialogueEvent,data.nodeId,21,number,16,True
DialogueEvent,data.nodeId,37,number,16,True
DialogueEvent,data.nodeId,39,number,16,True
DialogueEvent,data.nodeId,15,number,15,True
DialogueEvent,data.nodeId,17,number,15,True
DialogueEvent,data.nodeId,28,number,15,True
DialogueEvent,data.nodeId,31,number,15,True
DialogueEvent,data.nodeId,35,number,15,True
DialogueEvent,data.nodeId,64,number,15,True
DialogueEvent,data.nodeId,9,number,15,True
DialogueEvent,data.nodeId,16,number,14,True
DialogueEvent,data.nodeId,19,number,14,True
DialogueEvent,data.nodeId,34,number,14,True
DialogueEvent,data.nodeId,50,number,14,True
DialogueEvent,data.nodeId,55,number,14,True
DialogueEvent,data.nodeId,60,number,14,True
DialogueEvent,data.nodeId,22,number,13,True
DialogueEvent,data.nodeId,49,number,13,True
DialogueEvent,data.nodeId,59,number,13,True
DialogueEvent,data.nodeId,65,number,13,True
DialogueEvent,data.nodeId,69,number,13,True
DialogueEvent,data.nodeId,11,number,12,True
DialogueEvent,data.nodeId,14,number,12,True
DialogueEvent,data.nodeId,36,number,12,True
DialogueEvent,data.nodeId,41,number,12,True
DialogueEvent,data.nodeId,47,number,12,True
DialogueEvent,data.nodeId,138,number,11,True
DialogueEvent,data.nodeId,18,number,11,True
DialogueEvent,data.nodeId,23,number,11,True
DialogueEvent,data.nodeId,38,number,11,True
DialogueEvent,data.nodeId,61,number,11,True
DialogueEvent,data.nodeId,67,number,11,True
DialogueEvent,data.nodeId,73,number,10,True
DialogueEvent,data.nodeId,46,number,9,True
DialogueEvent,data.nodeId,56,number,9,True
DialogueEvent,data.nodeId,40,number,8,True
DialogueEvent,data.nodeId,57,number,8,True
DialogueEvent,data.nodeId,87,number,8,True
EndOfUnit,data.Unit,"""1""",string,1,False
EndOfUnit,data.Unit,"""2""",string,1,False
EndOfUnit,data.Unit,"""3""",string,1,False
EndOfUnit,data.Unit,"""4""",string,1,False
EndOfUnit,data.Unit,"""5""",string,1,False
InputEvent,data.Value,"""pressed""",string,3182,False
InputEvent,data.actionType,"""Move""",string,2410,False
InputEvent,data.actionType,"""Interact""",string,516,False
InputEvent,data.actionType,"""Sprint""",string,150,False
InputEvent,data.actionType,"""Jump""",string,41,False
InputEvent,data.actionType,"""Ascend""",string,29,False
InputEvent,data.actionType,"""Map""",string,16,False
InputEvent,data.actionType,"""Descend""",string,9,False
InputEvent,data.actionType,"""Hoverboard""",string,9,False
InputEvent,data.actionType,"""ToggleDebug""",string,2,False
InputEvent,data.key,"""w""",string,792,False
InputEvent,data.key,"""a""",string,589,False
InputEvent,data.key,"""s""",string,533,False
InputEvent,data.key,"""d""",string,496,False
InputEvent,data.key,"""leftButton""",string,437,False
InputEvent,data.key,"""leftShift""",string,159,False
InputEvent,data.key,"""e""",string,91,False
InputEvent,data.key,"""space""",string,58,False
InputEvent,data.key,"""m""",string,16,False
InputEvent,data.key,"""h""",string,8,False
InputEvent,data.key,"""backquote""",string,2,False
InputEvent,data.key,"""""",string,1,False
InputEvent,data.playerOrDrone,"""Player""",string,2539,False
InputEvent,data.playerOrDrone,"""Drone""",string,643,False
ObjectInterEvent,data.actionType,"""Press E to Pick up""",string,38,False
ObjectInterEvent,data.actionType,"""Press E to Switch Canister""",string,34,False
ObjectInterEvent,data.actionType,"""Press E to Install""",string,11,False
ObjectInterEvent,data.actionType,"""Press E to Scan""",string,11,False
ObjectInterEvent,data.actionType,"""Press E to Place""",string,10,False
ObjectInterEvent,data.actionType,"""TalkTo""",string,10,False
