eventType,field_path,value,type,count,value_list_truncated
DEBUGMenu,data.actionType,"""DebugMenuStateChanged""",string,2,False
DEBUGMenu,data.isOpened,false,bool,1,False
DEBUGMenu,data.isOpened,true,bool,1,False
DaniEvent,data.actionType,"""Close""",string,1,False
DaniEvent,data.actionType,"""Open""",string,1,False
DaniEvent,data.toolName,"""""",string,2,False
DialogueEvent,data.conversationId,18,number,165,False
DialogueEvent,data.conversationId,10,number,142,False
DialogueEvent,data.conversationId,82,number,120,False
DialogueEvent,data.conversationId,91,number,118,False
DialogueEvent,data.conversationId,30,number,106,False
DialogueEvent,data.conversationId,92,number,89,False
DialogueEvent,data.conversationId,79,number,88,False
DialogueEvent,data.conversationId,21,number,73,False
DialogueEvent,data.conversationId,31,number,68,False
DialogueEvent,data.conversationId,11,number,67,False
DialogueEvent,data.conversationId,20,number,58,False
DialogueEvent,data.conversationId,28,number,51,False
DialogueEvent,data.conversationId,105,number,47,False
DialogueEvent,data.conversationId,19,number,44,False
DialogueEvent,data.conversationId,103,number,38,False
DialogueEvent,data.conversationId,23,number,37,False
DialogueEvent,data.conversationId,26,number,30,False
DialogueEvent,data.conversationId,36,number,26,False
DialogueEvent,data.conversationId,104,number,25,False
DialogueEvent,data.conversationId,33,number,25,False
DialogueEvent,data.conversationId,73,number,24,False
DialogueEvent,data.conversationId,88,number,24,False
DialogueEvent,data.conversationId,22,number,18,False
DialogueEvent,data.conversationId,68,number,18,False
DialogueEvent,data.conversationId,75,number,18,False
DialogueEvent,data.conversationId,32,number,16,False
DialogueEvent,data.conversationId,37,number,14,False
DialogueEvent,data.conversationId,35,number,13,False
DialogueEvent,data.conversationId,114,number,12,False
DialogueEvent,data.conversationId,17,number,11,False
DialogueEvent,data.conversationId,95,number,10,False
DialogueEvent,data.conversationId,15,number,9,False
DialogueEvent,data.conversationId,8,number,9,False
DialogueEvent,data.conversationId,83,number,9,False
DialogueEvent,data.conversationId,107,number,5,False
DialogueEvent,data.conversationId,111,number,3,False
DialogueEvent,data.conversationId,13,number,3,False
DialogueEvent,data.conversationId,16,number,3,False
DialogueEvent,data.conversationId,27,number,3,False
DialogueEvent,data.conversationId,70,number,3,False
DialogueEvent,data.conversationId,78,number,3,False
DialogueEvent,data.conversationId,84,number,3,False
DialogueEvent,data.conversationId,90,number,3,False
DialogueEvent,data.conversationId,12,number,2,False
DialogueEvent,data.conversationId,74,number,2,False
DialogueEvent,data.dialogueEventType,"""DialogueNodeEvent""",string,1063,False
DialogueEvent,data.dialogueEventType,"""DialogueStartEvent""",string,298,False
DialogueEvent,data.dialogueEventType,"""DialogueFinishEvent""",string,294,False
DialogueEvent,data.nodeId,0,number,36,True
DialogueEvent,data.nodeId,1,number,27,True
DialogueEvent,data.nodeId,5,number,22,True
DialogueEvent,data.nodeId,2,number,20,True
DialogueEvent,data.nodeId,7,number,19,True
DialogueEvent,data.nodeId,4,number,17,True
DialogueEvent,data.nodeId,8,number,17,True
DialogueEvent,data.nodeId,29,number,16,True
DialogueEvent,data.nodeId,32,number,15,True
DialogueEvent,data.nodeId,10,number,13,True
DialogueEvent,data.nodeId,179,number,13,True
DialogueEvent,data.nodeId,19,number,13,True
DialogueEvent,data.nodeId,21,number,13,True
DialogueEvent,data.nodeId,25,number,13,True
DialogueEvent,data.nodeId,26,number,13,True
DialogueEvent,data.nodeId,39,number,13,True
DialogueEvent,data.nodeId,50,number,13,True
DialogueEvent,data.nodeId,64,number,13,True
DialogueEvent,data.nodeId,13,number,12,True
DialogueEvent,data.nodeId,15,number,12,True
DialogueEvent,data.nodeId,24,number,12,True
DialogueEvent,data.nodeId,12,number,11,True
DialogueEvent,data.nodeId,20,number,11,True
DialogueEvent,data.nodeId,22,number,11,True
DialogueEvent,data.nodeId,33,number,11,True
DialogueEvent,data.nodeId,36,number,11,True
DialogueEvent,data.nodeId,61,number,11,True
DialogueEvent,data.nodeId,69,number,11,True
DialogueEvent,data.nodeId,16,number,10,True
DialogueEvent,data.nodeId,17,number,10,True
DialogueEvent,data.nodeId,3,number,10,True
DialogueEvent,data.nodeId,30,number,10,True
DialogueEvent,data.nodeId,35,number,10,True
DialogueEvent,data.nodeId,6,number,10,True
DialogueEvent,data.nodeId,65,number,10,True
DialogueEvent,data.nodeId,27,number,9,True
DialogueEvent,data.nodeId,31,number,9,True
DialogueEvent,data.nodeId,41,number,9,True
DialogueEvent,data.nodeId,59,number,9,True
DialogueEvent,data.nodeId,9,number,9,True
DialogueEvent,data.nodeId,14,number,8,True
DialogueEvent,data.nodeId,141,number,8,True
DialogueEvent,data.nodeId,28,number,8,True
DialogueEvent,data.nodeId,34,number,8,True
DialogueEvent,data.nodeId,38,number,8,True
DialogueEvent,data.nodeId,42,number,8,True
DialogueEvent,data.nodeId,48,number,8,True
DialogueEvent,data.nodeId,67,number,8,True
DialogueEvent,data.nodeId,11,number,7,True
DialogueEvent,data.nodeId,23,number,7,True
DialogueEvent,data.nodeId,37,number,7,True
DialogueEvent,data.nodeId,55,number,7,True
DialogueEvent,data.nodeId,60,number,7,True
DialogueEvent,data.nodeId,68,number,7,True
DialogueEvent,data.nodeId,73,number,7,True
DialogueEvent,data.nodeId,49,number,6,True
DialogueEvent,data.nodeId,56,number,6,True
DialogueEvent,data.nodeId,66,number,6,True
DialogueEvent,data.nodeId,77,number,6,True
DialogueEvent,data.nodeId,91,number,6,True
EndOfUnit,data.Unit,"""1""",string,1,False
EndOfUnit,data.Unit,"""2""",string,1,False
EndOfUnit,data.Unit,"""3""",string,1,False
EndOfUnit,data.Unit,"""4""",string,1,False
InputEvent,data.Value,"""pressed""",string,2033,False
InputEvent,data.actionType,"""Move""",string,1494,False
InputEvent,data.actionType,"""Interact""",string,310,False
InputEvent,data.actionType,"""Sprint""",string,167,False
InputEvent,data.actionType,"""Ascend""",string,32,False
InputEvent,data.actionType,"""Jump""",string,11,False
InputEvent,data.actionType,"""Hoverboard""",string,9,False
InputEvent,data.actionType,"""Descend""",string,8,False
InputEvent,data.actionType,"""Pause""",string,1,False
InputEvent,data.actionType,"""ToggleDebug""",string,1,False
InputEvent,data.key,"""w""",string,568,False
InputEvent,data.key,"""a""",string,323,False
InputEvent,data.key,"""s""",string,314,False
InputEvent,data.key,"""leftButton""",string,302,False
InputEvent,data.key,"""d""",string,289,False
InputEvent,data.key,"""leftShift""",string,175,False
InputEvent,data.key,"""space""",string,27,False
InputEvent,data.key,"""e""",string,24,False
InputEvent,data.key,"""h""",string,9,False
InputEvent,data.key,"""backquote""",string,1,False
InputEvent,data.key,"""tab""",string,1,False
InputEvent,data.playerOrDrone,"""Player""",string,1778,False
InputEvent,data.playerOrDrone,"""Drone""",string,255,False
ObjectInterEvent,data.actionType,"""Press E to Pick up""",string,73,False
ObjectInterEvent,data.actionType,"""Press E to Place""",string,49,False
ObjectInterEvent,data.actionType,"""Press E to Install""",string,11,False
ObjectInterEvent,data.actionType,"""Press E to Scan""",string,11,False
ObjectInterEvent,data.actionType,"""TalkTo""",string,9,False
ObjectInterEvent,data.actionType,"""Press E To Place Cube In Canal""",string,8,False
ObjectInterEvent,data.actionType,"""Press E to inspect """,string,8,False
ObjectInterEvent,data.actionType,"""E to Talk""",string,6,False
ObjectInterEvent,data.actionType,"""Press E To Place Cameras""",string,6,False
ObjectInterEvent,data.actionType,"""Press E to go down""",string,6,False
ObjectInterEvent,data.actionType,"""Place Cube""",string,5,False
ObjectInterEvent,data.actionType,"""Press E to Pick Up""",string,5,False
ObjectInterEvent,data.actionType,"""Press E to use""",string,5,False
ObjectInterEvent,data.actionType,"""Press E to Open Locker""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to Operate""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to Plant Seed""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to Switch Canister""",string,4,False
ObjectInterEvent,data.actionType,"""Press E To Collect Pipe""",string,3,False
