eventType,field_path,value,type,count,value_list_truncated
DaniEvent,data.actionType,"""Close""",string,21,False
DaniEvent,data.actionType,"""Open""",string,21,False
DaniEvent,data.toolName,"""Map""",string,34,False
DaniEvent,data.toolName,"""Argumentation""",string,8,False
DialogueEvent,data.conversationId,18,number,169,False
DialogueEvent,data.conversationId,10,number,157,False
DialogueEvent,data.conversationId,82,number,123,False
DialogueEvent,data.conversationId,91,number,109,False
DialogueEvent,data.conversationId,92,number,89,False
DialogueEvent,data.conversationId,79,number,85,False
DialogueEvent,data.conversationId,21,number,73,False
DialogueEvent,data.conversationId,95,number,70,False
DialogueEvent,data.conversationId,30,number,63,False
DialogueEvent,data.conversationId,11,number,58,False
DialogueEvent,data.conversationId,20,number,55,False
DialogueEvent,data.conversationId,31,number,50,False
DialogueEvent,data.conversationId,99,number,45,False
DialogueEvent,data.conversationId,19,number,44,False
DialogueEvent,data.conversationId,105,number,39,False
DialogueEvent,data.conversationId,109,number,38,False
DialogueEvent,data.conversationId,23,number,37,False
DialogueEvent,data.conversationId,98,number,37,False
DialogueEvent,data.conversationId,117,number,33,False
DialogueEvent,data.conversationId,103,number,31,False
DialogueEvent,data.conversationId,118,number,30,False
DialogueEvent,data.conversationId,26,number,30,False
DialogueEvent,data.conversationId,104,number,25,False
DialogueEvent,data.conversationId,33,number,25,False
DialogueEvent,data.conversationId,73,number,24,False
DialogueEvent,data.conversationId,22,number,23,False
DialogueEvent,data.conversationId,88,number,21,False
DialogueEvent,data.conversationId,96,number,20,False
DialogueEvent,data.conversationId,75,number,18,False
DialogueEvent,data.conversationId,35,number,15,False
DialogueEvent,data.conversationId,32,number,13,False
DialogueEvent,data.conversationId,36,number,13,False
DialogueEvent,data.conversationId,114,number,12,False
DialogueEvent,data.conversationId,116,number,12,False
DialogueEvent,data.conversationId,17,number,11,False
DialogueEvent,data.conversationId,8,number,9,False
DialogueEvent,data.conversationId,83,number,9,False
DialogueEvent,data.conversationId,15,number,7,False
DialogueEvent,data.conversationId,37,number,7,False
DialogueEvent,data.conversationId,70,number,7,False
DialogueEvent,data.conversationId,106,number,5,False
DialogueEvent,data.conversationId,107,number,5,False
DialogueEvent,data.conversationId,100,number,3,False
DialogueEvent,data.conversationId,111,number,3,False
DialogueEvent,data.conversationId,13,number,3,False
DialogueEvent,data.conversationId,16,number,3,False
DialogueEvent,data.conversationId,27,number,3,False
DialogueEvent,data.conversationId,68,number,3,False
DialogueEvent,data.conversationId,78,number,3,False
DialogueEvent,data.conversationId,84,number,3,False
DialogueEvent,data.conversationId,90,number,3,False
DialogueEvent,data.conversationId,74,number,2,False
DialogueEvent,data.dialogueEventType,"""DialogueNodeEvent""",string,1136,False
DialogueEvent,data.dialogueEventType,"""DialogueStartEvent""",string,321,False
DialogueEvent,data.dialogueEventType,"""DialogueFinishEvent""",string,318,False
DialogueEvent,data.nodeId,0,number,35,True
DialogueEvent,data.nodeId,1,number,32,True
DialogueEvent,data.nodeId,2,number,25,True
DialogueEvent,data.nodeId,5,number,24,True
DialogueEvent,data.nodeId,7,number,22,True
DialogueEvent,data.nodeId,8,number,21,True
DialogueEvent,data.nodeId,4,number,19,True
DialogueEvent,data.nodeId,10,number,16,True
DialogueEvent,data.nodeId,3,number,16,True
DialogueEvent,data.nodeId,25,number,15,True
DialogueEvent,data.nodeId,29,number,15,True
DialogueEvent,data.nodeId,32,number,15,True
DialogueEvent,data.nodeId,12,number,14,True
DialogueEvent,data.nodeId,19,number,14,True
DialogueEvent,data.nodeId,20,number,14,True
DialogueEvent,data.nodeId,21,number,14,True
DialogueEvent,data.nodeId,6,number,14,True
DialogueEvent,data.nodeId,13,number,13,True
DialogueEvent,data.nodeId,15,number,13,True
DialogueEvent,data.nodeId,17,number,13,True
DialogueEvent,data.nodeId,22,number,13,True
DialogueEvent,data.nodeId,24,number,13,True
DialogueEvent,data.nodeId,35,number,13,True
DialogueEvent,data.nodeId,39,number,13,True
DialogueEvent,data.nodeId,64,number,13,True
DialogueEvent,data.nodeId,9,number,13,True
DialogueEvent,data.nodeId,31,number,12,True
DialogueEvent,data.nodeId,33,number,12,True
DialogueEvent,data.nodeId,16,number,11,True
DialogueEvent,data.nodeId,26,number,11,True
DialogueEvent,data.nodeId,30,number,11,True
DialogueEvent,data.nodeId,34,number,11,True
DialogueEvent,data.nodeId,36,number,11,True
DialogueEvent,data.nodeId,50,number,11,True
DialogueEvent,data.nodeId,61,number,11,True
DialogueEvent,data.nodeId,65,number,11,True
DialogueEvent,data.nodeId,38,number,10,True
DialogueEvent,data.nodeId,69,number,10,True
DialogueEvent,data.nodeId,14,number,9,True
DialogueEvent,data.nodeId,18,number,9,True
DialogueEvent,data.nodeId,27,number,9,True
DialogueEvent,data.nodeId,28,number,9,True
DialogueEvent,data.nodeId,41,number,9,True
DialogueEvent,data.nodeId,60,number,9,True
DialogueEvent,data.nodeId,63,number,9,True
DialogueEvent,data.nodeId,67,number,9,True
DialogueEvent,data.nodeId,141,number,8,True
DialogueEvent,data.nodeId,23,number,8,True
DialogueEvent,data.nodeId,37,number,8,True
DialogueEvent,data.nodeId,42,number,8,True
DialogueEvent,data.nodeId,11,number,7,True
DialogueEvent,data.nodeId,48,number,7,True
DialogueEvent,data.nodeId,55,number,7,True
DialogueEvent,data.nodeId,56,number,7,True
DialogueEvent,data.nodeId,59,number,7,True
DialogueEvent,data.nodeId,68,number,7,True
DialogueEvent,data.nodeId,73,number,7,True
DialogueEvent,data.nodeId,76,number,7,True
DialogueEvent,data.nodeId,80,number,7,True
DialogueEvent,data.nodeId,49,number,6,True
EndOfUnit,data.Unit,"""1""",string,1,False
EndOfUnit,data.Unit,"""2""",string,1,False
EndOfUnit,data.Unit,"""3""",string,1,False
EndOfUnit,data.Unit,"""4""",string,1,False
EndOfUnit,data.Unit,"""5""",string,1,False
InputEvent,data.Value,"""pressed""",string,1883,False
InputEvent,data.actionType,"""Move""",string,1357,False
InputEvent,data.actionType,"""Sprint""",string,235,False
InputEvent,data.actionType,"""Interact""",string,212,False
InputEvent,data.actionType,"""Ascend""",string,28,False
InputEvent,data.actionType,"""Jump""",string,15,False
InputEvent,data.actionType,"""Descend""",string,13,False
InputEvent,data.actionType,"""Hoverboard""",string,13,False
InputEvent,data.actionType,"""Map""",string,10,False
InputEvent,data.key,"""w""",string,512,False
InputEvent,data.key,"""a""",string,303,False
InputEvent,data.key,"""s""",string,286,False
InputEvent,data.key,"""d""",string,256,False
InputEvent,data.key,"""leftShift""",string,248,False
InputEvent,data.key,"""leftButton""",string,204,False
InputEvent,data.key,"""space""",string,34,False
InputEvent,data.key,"""e""",string,17,False
InputEvent,data.key,"""h""",string,12,False
InputEvent,data.key,"""m""",string,10,False
InputEvent,data.key,"""""",string,1,False
InputEvent,data.playerOrDrone,"""Player""",string,1593,False
InputEvent,data.playerOrDrone,"""Drone""",string,290,False
ObjectInterEvent,data.actionType,"""Press E to Pick up""",string,35,False
ObjectInterEvent,data.actionType,"""Press E to Install""",string,11,False
ObjectInterEvent,data.actionType,"""Press E to Scan""",string,11,False
ObjectInterEvent,data.actionType,"""Press E To Place Cube In Canal""",string,8,False
ObjectInterEvent,data.actionType,"""Press E to Place""",string,7,False
ObjectInterEvent,data.actionType,"""Press E To Place Cameras""",string,6,False
ObjectInterEvent,data.actionType,"""Press E to go down""",string,6,False
ObjectInterEvent,data.actionType,"""Place Cube""",string,5,False
ObjectInterEvent,data.actionType,"""Press E to Pick Up""",string,5,False
ObjectInterEvent,data.actionType,"""Press E to inspect """,string,5,False
ObjectInterEvent,data.actionType,"""Press E to use""",string,5,False
ObjectInterEvent,data.actionType,"""TalkTo""",string,5,False
ObjectInterEvent,data.actionType,"""E to Talk""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to Operate""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to Plant Seed""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to Switch Canister""",string,4,False
ObjectInterEvent,data.actionType,"""Press E to examine""",string,4,False
ObjectInterEvent,data.actionType,"""Press E To Collect Pipe""",string,3,False
ObjectInterEvent,data.actionType,"""Press E To Place Glyph""",string,3,False
ObjectInterEvent,data.actionType,"""Press E To Scan""",string,3,False
ObjectInterEvent,data.actionType,"""Press E to Place Pipe Segment""",string,3,False
ObjectInterEvent,data.actionType,"""Push E To Grab Crate""",string,3,False
ObjectInterEvent,data.actionType,"""Press E""",string,2,False
ObjectInterEvent,data.actionType,"""Press E To Change Direction""",string,2,False
ObjectInterEvent,data.actionType,"""Press E To Return To Base""",string,2,False
ObjectInterEvent,data.actionType,"""Press E to Open Locker""",string,2,False
ObjectInterEvent,data.actionType,"""Press E to Pickup Canister""",string,2,False
ObjectInterEvent,data.actionType,"""Inspect Alien Glyph""",string,1,False
ObjectInterEvent,data.actionType,"""Press E To Pick Up""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to Collect""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect cameras""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect mega turnips""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect super orange""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to collect ultra corn""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to deactivate the fountain""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to pick up""",string,1,False
ObjectInterEvent,data.actionType,"""Press E to place canister""",string,1,False
ObjectInterEvent,data.actionType,"""Press [E/Action button] to enter escape pod """,string,1,False
ObjectInterEvent,data.actionType,"""Push E To Place Crate On Hoverboard""",string,1,False
ObjectInterEvent,data.objectName,"""Powercube""",string,29,True
ObjectInterEvent,data.objectName,"""Power Dock""",string,11,True
ObjectInterEvent,data.objectName,"""Soil View""",string,5,True
ObjectInterEvent,data.objectName,"""Garden Plot (Super)""",string,4,True
ObjectInterEvent,data.objectName,"""Use Elevator""",string,4,True
ObjectInterEvent,data.objectName,"""Anderson""",string,3,True
ObjectInterEvent,data.objectName,"""Missing Piece""",string,3,True
ObjectInterEvent,data.objectName,"""Pipe""",string,3,True
ObjectInterEvent,data.objectName,"""Supply Crate""",string,3,True
ObjectInterEvent,data.objectName,"""Elevator (Floor 4)""",string,2,True
ObjectInterEvent,data.objectName,"""GRAVEL (Loose)""",string,2,True
ObjectInterEvent,data.objectName,"""Garden Box 1""",string,2,True
ObjectInterEvent,data.objectName,"""Garden Box 2""",string,2,True
ObjectInterEvent,data.objectName,"""Garden Box 3""",string,2,True
ObjectInterEvent,data.objectName,"""Player Locker""",string,2,True
ObjectInterEvent,data.objectName,"""Soil Key Puzzle Soil""",string,2,True
ObjectInterEvent,data.objectName,"""Tera""",string,2,True
ObjectInterEvent,data.objectName,"""Toppo""",string,2,True
ObjectInterEvent,data.objectName,"""Alien Glyph""",string,1,True
ObjectInterEvent,data.objectName,"""Aryn""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 1)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 2, Canal 1)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 2, Canal 2)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 3 Canal 2)""",string,1,True
ObjectInterEvent,data.objectName,"""Canal (Wing 3, Canal 1)""",string,1,True
ObjectInterEvent,data.objectName,"""Crash Pod""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern Ocean""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Distance""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Salinity""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Waterfall Flow""",string,1,True
ObjectInterEvent,data.objectName,"""Eastern River Waterfall Height""",string,1,True
ObjectInterEvent,data.objectName,"""Elevator""",string,1,True
ObjectInterEvent,data.objectName,"""Flow Controller (Wing 2)""",string,1,True
ObjectInterEvent,data.objectName,"""Flow Controller (Wing 3)""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Dock B""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Dock C""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Dock D""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Socket 1""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Socket 2""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Socket 3""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Socket 4""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Socket 5""",string,1,True
ObjectInterEvent,data.objectName,"""Glyph Socket 6""",string,1,True
ObjectInterEvent,data.objectName,"""Jasper""",string,1,True
ObjectInterEvent,data.objectName,"""Sensors Crate""",string,1,True
ObjectInterEvent,data.objectName,"""Soil Key""",string,1,True
ObjectInterEvent,data.objectName,"""Soil Key Puzzle Soil Key Room""",string,1,True
