eventKey,kind,count,eventTypes,scenes,first_ts,last_ts,example_id,example_src
DialogueNodeEvent:103:0,dialogue,5,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:28.2960000Z,2026-09-06T15:31:56.0770000Z,6a9d874f485cab4c9540829c,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:1,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:28.2980000Z,2026-09-06T15:31:28.2980000Z,6a9d874f485cab4c954082a0,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:12,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:37.9330000Z,2026-09-06T15:31:37.9330000Z,6a9d8759485cab4c954082bc,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:15,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:38.5670000Z,2026-09-06T15:31:38.5670000Z,6a9d8759485cab4c954082be,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:16,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:38.7340000Z,2026-09-06T15:31:38.7340000Z,6a9d875a485cab4c954082c0,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:17,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:46.9740000Z,2026-09-06T15:31:46.9740000Z,6a9d8762485cab4c954082d8,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:19,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:49.7390000Z,2026-09-06T15:31:49.7390000Z,6a9d8765485cab4c954082dc,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:2,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:30.0290000Z,2026-09-06T15:31:30.0290000Z,6a9d8751485cab4c954082a4,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:22,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:50.4720000Z,2026-09-06T15:31:50.4720000Z,6a9d8765485cab4c954082de,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:24,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:50.6070000Z,2026-09-06T15:31:50.6070000Z,6a9d8766485cab4c954082e0,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:25,dialogue,2,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:52.3100000Z,2026-09-06T15:31:56.0800000Z,6a9d8767485cab4c954082f0,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:26,dialogue,2,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:53.0070000Z,2026-09-06T15:31:56.1750000Z,6a9d8768485cab4c954082f2,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:27,dialogue,2,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:53.1740000Z,2026-09-06T15:31:56.3090000Z,6a9d8768485cab4c954082f4,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:28,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:57.7510000Z,2026-09-06T15:31:57.7510000Z,6a9d876d485cab4c95408306,wenyi090326-4.stratalog.logdata.json
DialogueNodeEvent:103:30,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-06T15:31:55.1410000Z,2026-09-06T15:31:55.1410000Z,6a9d876a485cab4c954082f6,wenyi090326-4.stratalog.logdata.json
