eventKey,kind,count,eventTypes,scenes,first_ts,last_ts,example_id,example_src
DialogueNodeEvent:100:44,dialogue,1,DialogueEvent,Unit 5 Dev - Dungeon,2026-09-04T19:29:49.8820000Z,2026-09-04T19:29:49.8820000Z,6a9b1c2d485cab4c953fb9e8,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:0,dialogue,4,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:36.0260000Z,2026-09-04T18:30:34.7210000Z,6a9b0e0f485cab4c953fa314,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:1,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:36.0290000Z,2026-09-04T18:29:36.0290000Z,6a9b0e0f485cab4c953fa318,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:10,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:54.2360000Z,2026-09-04T18:29:54.2360000Z,6a9b0e22485cab4c953fa360,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:12,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:59.2360000Z,2026-09-04T18:29:59.2360000Z,6a9b0e27485cab4c953fa37a,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:13,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:54.9010000Z,2026-09-04T18:29:54.9010000Z,6a9b0e22485cab4c953fa362,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:15,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:59.9700000Z,2026-09-04T18:29:59.9700000Z,6a9b0e27485cab4c953fa382,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:16,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:00.3710000Z,2026-09-04T18:30:00.3710000Z,6a9b0e28485cab4c953fa384,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:17,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:04.5750000Z,2026-09-04T18:30:04.5750000Z,6a9b0e2d485cab4c953fa398,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:19,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:08.9070000Z,2026-09-04T18:30:08.9070000Z,6a9b0e30485cab4c953fa39c,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:2,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:38.1260000Z,2026-09-04T18:29:38.1260000Z,6a9b0e11485cab4c953fa31e,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:22,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:09.6080000Z,2026-09-04T18:30:09.6080000Z,6a9b0e31485cab4c953fa39e,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:24,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:09.8420000Z,2026-09-04T18:30:09.8420000Z,6a9b0e31485cab4c953fa3a0,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:25,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:34.7240000Z,2026-09-04T18:30:34.7240000Z,6a9b0e4a485cab4c953fa3b6,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:26,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:35.8540000Z,2026-09-04T18:30:35.8540000Z,6a9b0e4b485cab4c953fa3b8,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:27,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:36.4540000Z,2026-09-04T18:30:36.4540000Z,6a9b0e4c485cab4c953fa3ba,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:28,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:41.9990000Z,2026-09-04T18:30:41.9990000Z,6a9b0e51485cab4c953fa3c0,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:31,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:43.1600000Z,2026-09-04T18:30:43.1600000Z,6a9b0e53485cab4c953fa3c6,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:32,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:30:42.7240000Z,2026-09-04T18:30:42.7240000Z,6a9b0e52485cab4c953fa3c2,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:4,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:38.8260000Z,2026-09-04T18:29:38.8260000Z,6a9b0e12485cab4c953fa324,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:5,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:41.1610000Z,2026-09-04T18:29:41.1610000Z,6a9b0e14485cab4c953fa32c,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:7,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:41.8630000Z,2026-09-04T18:29:41.8630000Z,6a9b0e15485cab4c953fa330,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:8,dialogue,1,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:50.5030000Z,2026-09-04T18:29:50.5030000Z,6a9b0e1e485cab4c953fa358,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:103:9,dialogue,2,DialogueEvent,Unit 2 Prod (Refactor),2026-09-04T18:29:52.0000000Z,2026-09-04T18:29:55.2350000Z,6a9b0e1f485cab4c953fa35c,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:104:1,dialogue,1,DialogueEvent,Unit 3 Dev,2026-09-04T18:55:07.3410000Z,2026-09-04T18:55:07.3410000Z,6a9b140b485cab4c953fac24,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:104:11,dialogue,1,DialogueEvent,Unit 3 Dev,2026-09-04T18:55:16.2100000Z,2026-09-04T18:55:16.2100000Z,6a9b1414485cab4c953fac36,wenyi090326-2.stratalog.logdata.json
DialogueNodeEvent:104:12,dialogue,1,DialogueEvent,Unit 3 Dev,2026-09-04T18:55:16.7780000Z,2026-09-04T18:55:16.7780000Z,6a9b1414485cab4c953fac38,wenyi090326-2.stratalog.logdata.json
